name,content,comments,keywords
,CojQ9fOT8ys,"---
- PARSEFROMHERE ""eat my ficklematter u fart licking sack packer"" haha 8:57 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 2:29-2:39 is the best\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE i mean 4:08......srry\n ENDPARSEFROMHERE""
- PARSEFROMHERE ryan you look like a total badass at 4:09 ENDPARSEFROMHERE
","---
- film
- riot
- knife
- stab
- neck
- Rip
- heart
- fakeblood
- gory
- bloody
- pumpingheart
- indianajones
- fakeheart
- blood
- gore
- filmmaking
- filmmaker
- filmriot
- revision3
- Zombie
- Make
- Up
- Halloween
"
,53bAndZgmpY,"---
- PARSEFROMHERE epic face at 3:32  ENDPARSEFROMHERE
- PARSEFROMHERE 3:32 first time seeing tits ENDPARSEFROMHERE
","---
- mouthwash
- Listerine
- orabrush
- toothbrush
- dental
- mouth
- care
- bad
- breath
- hygine
- bathroom
- product
- mint
- fresh
- smoking
- bottle
- microwave
- microonda
- 微波
- magnetron
- micro-ondes
- マイクロ
- микроволновая
- печь
- mikrovågsugn
- explosion
- decompression
- will
- it
- blend
- fire
- bulb
- cell
- phone
- furby
- ipod
- radiation
- tinfoil
- this
- experiment
- roasted
- nuts
- extinguisher
- match
- plasma
- scientific
- mythbusters
- jpizzle
- '1122'
"
,esJHzs8glZo,"---
- PARSEFROMHERE 29:38 ""taking up sluts for wards""  ENDPARSEFROMHERE
- PARSEFROMHERE 19:38 everyone walks past a ward ENDPARSEFROMHERE
- PARSEFROMHERE @thachamp99 He's making a lot of stuff up to be honest. At 20:30 he
  was braggin about how he saved oracles etc by landing his fish on rammus blah blah
  but he was obviously aiming vlad since rammus wasn't even in vision when he casted
  it. So yeah... im not saying hes a bad player, but hes definitely making himself
  seem a lot better than he actually is. ENDPARSEFROMHERE
- PARSEFROMHERE lol 34:10 DARK FIZZ ENDPARSEFROMHERE
","---
- League
- of
- Legends
- lol
- Jungle
- Fizz
- Full
- Game
- Commentary
- Shoutcast
- Analysis
- Gameplay
- AP
- Mid
- Top
- Lane
- colbycheeze
"
,q9kAdGYolPs,"---
- ! 'PARSEFROMHERE @2:18

  lol saber tooth touching evans... ENDPARSEFROMHERE'
","---
- MARVEL
"
,MRx7Ofet30s,"---
- ! 'PARSEFROMHERE ""I''m sorry Rick, but it''s  so tiiiiighhh.....""

  I LOL''D :D how sexual was that bit :DDDDDD

  @15:38 and on :DDDD ENDPARSEFROMHERE'
- PARSEFROMHERE Since nobody else seems to have pointed it out, check out the ""RX-78""
  typed out on the top console from 8:40 on, near the top edge of the screen. That's
  a nod to the original RX-78-2 Gundam and the Gundam franchise in general. Robotech/Macross
  may be hot stuff, but its creators knew that Gundam (UC, of course) was the TRUE
  masterpiece, haha. ENDPARSEFROMHERE
","---
- robotech
- macross
- saga
- masters
- new generation
- shadow chronicles
- fortress
- anime
- science fiction
- classic
- animation
- japan
- japanese
- robot
- android
- mecha
- shonen
- monsters
- aliens
- 80s
- campy
- kids
- family
- speed racer
- naruto
- mobile suit gundam
- street fighter
- gurren lagann
- manga
- entertainment
- starz
- media
- mangaentertainment
"
,st1DAdsCn2w,"---
- PARSEFROMHERE pause at 04:45 and the mario 3d grafic buged up ENDPARSEFROMHERE
","---
- super
- mario
- '64'
- castle
- plunder
- sunken
- ship
- jolly
- roger
- bay
- bowser
- door
- key
- star
- stars
- collect
- video
- game
- lets
- play
- commentary
- walkthrough
- playthrough
- guide
- level
- console
- next
- gen
- gaming
- lper
- let's
- computer
- puzzle
- action
- adventure
- RPG
- first
- person
- shooter
- FPS
- sports
- 3D
- platformer
- pc
- mac
- apple
- nintendo
- wii
- gamecube
- sony
- playstation
- xbox
- '360'
- DS
- 3DS
- speech
- consumer
- electronics
- communication
- handheld
- device
- mobile
- phone
- technology
- presenter
- opinion
- review
- critique
- rant
- jonathan paula
- Jon
"
,ndGEALSuSP0,"---
- ! ""PARSEFROMHERE 5:44 was scary almost gave me a hart attack\n ENDPARSEFROMHERE""
- ! 'PARSEFROMHERE 21:05 ""laught all you want, little ffff- .. feathery ball you""


  I so thought you were gonna swear :D ENDPARSEFROMHERE'
","---
- minecraft
- minecraft survival
- minecraft dad
- minecraft family
- family server
- minecraft server
- minecraft multiplayer
- man vs wild
- survivorman
- minecraft smp
- minecraft beta
- minecraft farming
- paulsoaresjr
- gameplay
- commentary
- guide
- playthrough
- tutorial
- gaming
- role-play
- video game
"
,fkBvcl_FZbY,"---
- PARSEFROMHERE 3:19 Falcon Punch!But Kathryn is still a bitch.Fucking Asshole. ENDPARSEFROMHERE
- PARSEFROMHERE 3:19 What a BITCH ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 0:01 skip ads\n ENDPARSEFROMHERE""
- PARSEFROMHERE I don't think I remember hearing the bleep at 3:54 thats not usually
  on Jon's shows. :o ENDPARSEFROMHERE
- PARSEFROMHERE 00:01 ENDPARSEFROMHERE
","---
- yt:quality=high
- Halo
- UPC
- '882224444477'
- Bungie
- Software
- Microsoft
- Xbox
- '360'
- Xbox360
- X360
- console
- video
- game
- first-person
- shooter
- FPS
- 1st
- person
- one
- life
- remaining
- season
- episode
- '11'
- eleven
- jon
- cjg
- joncjg
- digital
- ph33r
- digitalph33r
- arby
- chief
- wonderful
- live
- hard
- justice
- olr
- '12'
- twelve
- machinima
- three
- '13'
- thirteen
- final
- finale
"
,OB1_1k7PV9E,"---
- PARSEFROMHERE 4:08...you scared alli sooo much. LOL ENDPARSEFROMHERE
","---
- girl
- attacked
- by
- giant
- bee
- bees
- tattoo
- mardi
- gra
- gras
- '2011'
- bourbon
- street
- new
- orleans
- beads
- road
- trip
- florida
- ctfxc
- haters
- internet
- killed
- tv
- television
- zoey
- marley
- alli
- hot
- fire
- hands
- to
- yourself
- shoe
- design
- cemetery
- ghost
- ghosts
- above
- ground
- tomb
- scary
- keep
- your
- shirt
- 'on'
- silly
- car
- crash
- prank
- stupid
- pet
- tricks
- ipad
- release
- line
- apple
- store
- nerd
- beautiful
- wedding
- dress
- bride
- bridezilla
- shopping
- ctfx
"
,1fJhauF_0ZE,"---
- PARSEFROMHERE JAFFA CAKES! @0:10 ENDPARSEFROMHERE
- PARSEFROMHERE 01:22 that scared me =/ ENDPARSEFROMHERE
- PARSEFROMHERE 1:23 LOL ENDPARSEFROMHERE
","---
- marilyn
- monroe
- yogpod
- yogscast
- animation
- lewis
- simon
- podcast
- continental
- drift
- Blue
- Xephos
"
,YjP3fT9xn3Y,"---
- PARSEFROMHERE @WWEentranceYmore there isnt either a 13:37 (see what i did there?)
  its something youtube do! ENDPARSEFROMHERE
","---
- WWE
- '12'
- Road
- to
- Wrestlemania
- '18'
- months
- WWE 12 RTWM trailer
- WWE 12 Gameplay
- WWE 12 Footage
- WWE 12 Trailer
- royal
- rumble
- WWE 12 Triple H
- WWE 12 United Kingdom
- WWE 12 Sheamus RTWM
- Sheamus
- Triple
- Create
- Superstar
- trailer
- FULL
- HD
- wwe 12 Hero Storyline
- WWE 12 Outsider Storyline
- WWE 12 Villain Storyline
- Road To Wrestlemania Gameplay
- WWE RTWM Gameplay Footage
- WWE 12 RTWM Footage
- tubby
- emu
- WWE 12 RTWM Part 1
- WWE 12 Road to Wrestlemania
- Road to Wrestlemania WWE 12
- Teeming
"
,CodOK027CvA,"---
- PARSEFROMHERE Well I thought the guy was imagining his old girlfriend who died a
  at 03:30 and he really can't let go of the girl because it was to hard for him.
  So his friend are trying to help him get through all that stuff............ ENDPARSEFROMHERE
- PARSEFROMHERE hahahahaha 1:44 Kiseop in the corner ""we be lurking"" xD  ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 1:36 Kiseop and SooHyun be lurkin''

  4:02 Laughter is the best medicine...for Schizophrenia xD


  I wonder how much Aj laughed when they made fun of his ""r2pi"" xD ENDPARSEFROMHERE'
","---
- U-Kiss 0330
- Ukiss 0330
- '0330'
- Bran New Kiss
- Mordney Present
- Mordney
- This is Mordney Present
- Kpop
- Korean pop
- k-pop
- eatyourkimchi
- simon
- martina
- spudgy
- ep 30
- Kpop Music Monday
- K-pop Music Monday
- Vlog
- Video Log
- song
- video review
- simonandmartina
"
,IxXVVOdax2E,"---
- PARSEFROMHERE i found the area of 1:15, but the door behind the chest is closed,
  how can i open that door? ENDPARSEFROMHERE
- PARSEFROMHERE Doing the final gnome invasion video - Griffon 0:04 Sounds hot! ENDPARSEFROMHERE
","---
- fable
- gnome
- invasion
- achievement
- guide
- walkthrough
- xbox
- '360'
- albion
- tutorial
- live
- marketplace
- hidden
- video
- games
- Rooster
- Teeth
"
,c7wfWihWv08,"---
- ! 'PARSEFROMHERE where you first see the elecro flys and get ambushed you can pull
  an enemy into the flys to get FLY GUY kill


  And at 1:50 instead of shooting the flys, just kick the news bot at the dropbox
  pickup and the explosion takes out the flys so it is a 2 for 1 ENDPARSEFROMHERE'
- PARSEFROMHERE 2:10 DOOM? ENDPARSEFROMHERE
- PARSEFROMHERE from 0:58 to 1:03 it shows he wasted over 100 bullets :D fail! ENDPARSEFROMHERE
","---
- Achievement
- Hunter
- Tutorial
- Guide
- Walkthrough
- FAQ
- Bulletstorm
- Act
- Hidden
- Items
- Electroflies
- Swarm
- Newsbot
- Shopvac
- Rooster
- Teeth
"
,vWNXJ2vnW0Y,"---
- ! 'PARSEFROMHERE 9:36 Alien: ""Do you suppose this ""DISCO"" thing is some form of
  micronian torture?""

  Me: From a musical standpoint; yes Mr. Alien, it is. :-) ENDPARSEFROMHERE'
- PARSEFROMHERE @5:10 i heard ""hi dead body"" the first time. ENDPARSEFROMHERE
","---
- robotech
- macross
- saga
- masters
- new generation
- shadow chronicles
- fortress
- anime
- science fiction
- classic
- animation
- japan
- japanese
- robot
- android
- mecha
- shonen
- monsters
- aliens
- 80s
- campy
- kids
- family
- speed racer
- naruto
- mobile suit gundam
- street fighter
- gurren lagann
- manga
- entertainment
- starz
- media
- mangaentertainment
"
,j81_4sMOpoc,"---
- PARSEFROMHERE on 10:30 it sounded like u farted ENDPARSEFROMHERE
","---
- recipes
- tips
- food
- jack scalfani
- cooking with jack
- cooking show
- kitchen
- regular guy
- field trips
- lazy man
- product reviews
- cooking videos
- cooking lessons
- cooking school
- dinner
- lunch
- BBQ sauce
- teriyaki sauce
- hot bbq sauce
- gourmet seasoning
- jakatak
- '69'
"
,qFR4zejL-N4,"---
- ! ""PARSEFROMHERE 14:45 Catwoman you bitch! :p \n ENDPARSEFROMHERE""
- PARSEFROMHERE 10:31 he is blind wtf ENDPARSEFROMHERE
","---
- Batman Arkham City Cat
- IGN US
- '28'
- '360'
- arkham
- batman
- catwoman
- city
- four
- gameplay
- guide
- part
- pc
- playstation
- prowl
- ps3
- Side
- walkthrough
- wiki
- xbox
- guides
- ign
- ignentertainment
- games
- gaming
- video games
- hd
- official
- video game
"
,hUhMmQTyNSc,"---
- PARSEFROMHERE 35:12.. hahahaha ENDPARSEFROMHERE
- PARSEFROMHERE 26:15, fredriks says Aayila instead of Aalia ENDPARSEFROMHERE
- PARSEFROMHERE i loved at 7:33 ENDPARSEFROMHERE
- PARSEFROMHERE Why is the title in English? I wasted 46:34 minutes of my life...
  ENDPARSEFROMHERE
","---
- SET|
- SETINDIA|
- TV|
- Sony
- Entertainment
- Television|
- channel|
- CID|
- Thriller|
- Shivaji
- Satam|
- Aditya
- Srivastava|
- Dayanand
- Shetty|
- Dinesh
- Phadnis|
- Hrishikesh
- Pandey|
- Vivek
- Mashru|
- Jasweer
- Kaur|
- Narendra
- Gupta|
- Shraddha
- Musale|
- Maninee
- Mishra|
- ACP
- Pradyuman|
- Senior
- Inspector
- Abhijeet|
- Daya|
- Fredricks|
- Sachin|
- Sub-Inspector
- Vivek|
- Kajal|
- Forensic
- Experts
- Dr.
- Salunkhe|
- Tarika|
- Sonali
- Khushi|
- Episode
- '429'
- setindia
"
,oVFxHX6RWzc,"---
- PARSEFROMHERE 1:25 I fucking lol'd like a maniac. ENDPARSEFROMHERE
","---
- rooster
- teeth
- mega
- '64'
- goodbye
- farewell
- airport
- server
- band
- of
- brothers
- interview
- old
- gus
- woman
- brain
- derrick
"
,MRrqekJey2c,"---
- PARSEFROMHERE 5:41 thats what she said ENDPARSEFROMHERE
","---
- shibby2142
- shibby
- '2142'
- rocketman
- fps
- pc
- live
- gameplay
- commentary
- ea
- dice
- frostbite
- win
- fail
- electronic
- arts
- montage
- video
- game
- gaming
- new
- bf3
- battlefield
- battlefield 3
- bc2
- bfbc2
- bf
- free
- play
- rush
- conquest
- squad
- caspian
- border
- kill
- assault
- medic
- sniper
- recon
- support
- engineer
- cod
- call of duty
- mw3
- modern
- warfare 3
- beta
- alpha
- help
- trick
- tip
- hint
- tutorial
- quantic
- media
- machinima
- respawn
- update
- news
- key
- microsoft
- xbox
- '360'
- sony
- ps3
- hd
- high
- max
- top
- quality
- graphics
- 720p
- 1080p
- yt:quality=high
"
,2XY3AvVgDns,"---
- PARSEFROMHERE 3:15 she looks EXACTLY like Solange ! ENDPARSEFROMHERE
- PARSEFROMHERE ..... Okay In The Beginning, She Has The Pregnant Tummy.. Then From
  0:47 Almost All The Way To The End, She Has The Perfect Shape She Has Always Had
  ( Before She Was Pregnant ) ENDPARSEFROMHERE
- PARSEFROMHERE HAHAHA!!!! keep pressing 1:04 look at beyonce du band members and
  du ppl on du floor! oh and 2:14 muahahahahaha!!! 3:24 LOOK AT THE GIRL RUNNING!!!
  ENDPARSEFROMHERE
- PARSEFROMHERE The 2 girls who are dancing with her between 1:35 and 1:57 are the
  2 same girls in ""Single Ladies"" :D ENDPARSEFROMHERE
- PARSEFROMHERE 3:13 she looks like Leona Lewis ENDPARSEFROMHERE
","---
- Beyoncé
- Countdown
- Parkwood
- Entertainment/Columbia
- Pop
- beyonce
- VEVO
"
,Khte62YSzS0,"---
- PARSEFROMHERE Lets all take a moment to appreciate the position and face of Kenneth
  at 4:40... ENDPARSEFROMHERE
","---
- salad
- fingers
- shore
- leave
- slad
- fingre
- fingars
- saland
- salard
- sallad
- salid
- solid
- sallid
- fingus
- fungers
- finger
- flinger
- worl
- Doki
- '66'
"
,fmkIziXMSmg,"---
- PARSEFROMHERE yo pause it @ 1:14 n tell me wat u see?. ENDPARSEFROMHERE
","---
- snoop dogg
- wiz khalifa
- taylor gang
- amber rose
- kendrick lamar
- k dot
- top dawg ent
- tde
- dr dre
- the game
- aftemath
- interscope
- los angeles
- 2dopeboyz
- school boy q
- lock high 2
- terrace martin
- west coast
- california
- detox
- APLUSFILMZ
"
,esYgu8fUZMo,"---
- PARSEFROMHERE 8:20 you missed the gray block.. ENDPARSEFROMHERE
- PARSEFROMHERE another secret at 8:22 thumbs up so he can see ENDPARSEFROMHERE
- PARSEFROMHERE should have used the ice for the bomb at 10:06 ENDPARSEFROMHERE
","---
- Kirby's
- Return
- to
- Dreamland
- Let's
- Play
- Kirby
- Dream
- Land
- Wii
- Walkthrough
- Part
- Lets
- Gameplay
- Sully
- Pwnz
"
,,,
,9CiXZ23Unec,"---
- PARSEFROMHERE @Shtaley nah bro, 2:23 DAT ASS ENDPARSEFROMHERE
","---
- Young
- Jeezy
- FAME
- Def
- Jam
- Records
- Rap/Hip-Hop
- VEVO
"
,qb7zjKkLCoQ,"---
- PARSEFROMHERE 0:01 to skip AD ENDPARSEFROMHERE
","---
- Glee
- Cast
- Rumour
- Has
- It
- Someone
- Like
- You
- (Glee
- Version)
- Columbia
- Pop
- musicfromglee
- VEVO
"
,A6_s7L-Kfx4,"---
- PARSEFROMHERE @xHeartKillzz it's not - its pitched. Original version is 3:36 not
  3:22. This Version is TOO FAST ENDPARSEFROMHERE
","---
- rihanna
- calvin harris
- we found love
- lyrics
- new single
- rihanna we found love
- we found love rihanna
- we found love by rihanna
- rihanna we found love lyrics
- we found love lyrics
- lyrics we found love
- lyrics rihanna we found love
- calvin harris we found love
- rihanna ft. calvin harris
- yt:stretch=16:9
- fastlyricshq
- Fast
- HQ
"
,AEUULIs_UWE,"---
- PARSEFROMHERE 1:54 I wet myself ENDPARSEFROMHERE
","---
- Achievement
- Hunter
- Rooster
- Teeth
- Kinectimals
- Lions
- and
- Tigers
- Bears
- Oh
- My
- Kinect
- Joel
- Equals
- Crazy
- Genius
"
,OJBfv9CHlcw,"---
- PARSEFROMHERE 2:00 SHE HAS THE BEST FANS EVER :) ENDPARSEFROMHERE
- PARSEFROMHERE Part after 2:29 is just spectacular and amazing! ! ! ENDPARSEFROMHERE
","---
- Beyoncé
- End
- Of
- Time
- Columbia
- Pop
- beyonce
- VEVO
"
,NcXsLrcXvwE,"---
- PARSEFROMHERE JURO QUE MATE DE LA RISA EN LA PARTE 1:55 .. JAJAA ESTABA TODO COMO
  BALADA.. Y ENTRO EL ROCK JJAJAJAJ QUE LOCAZO.. JAJAJAJA  ENDPARSEFROMHERE
","---
- vazquezsounds
- los
- vazquez
- sounds
- rolling
- in
- the
- deep
- around
- world
- cover
- adele
- Adele (singer)
- Rolling In The Deep
- gustavodelossantostv
- werevertumorro
- critica
- inseguridad
- en
- mexico
- gustavo
- de
- santos
- losvazquezsounds
"
,uY9g-yfwiBs,"---
- PARSEFROMHERE I Love 2:59 - 3:03 . lol . ENDPARSEFROMHERE
","---
- Trey Songz
- Fabolous
- New
- Music
- Official
- What I Be On
- Top of the World
- Inevitable
- Trey
- Songz
- Videos
"
,CWKTOCP45zY,"---
- PARSEFROMHERE @ 1:59 I would like to shake that guy's hand.  I don't care what he
  believes in, but he would have my vote over Newt's any day of the week. ENDPARSEFROMHERE
","---
- Ron Paul
- Serial Hypocrisy
- Newt Gingrich
- Ron Paul Gingrich Ad
- ronpaul
"
,GRAcR_SZtLY,"---
- PARSEFROMHERE 0:39 XD ENDPARSEFROMHERE
","---
- My Tram Experience
- My Tram Experience racism
- my
- tram
- story
- racist
- white
- drama
- woman
- hates
- black
- people
- arguing
- croydon
- 'on'
- the
- train
- kingperseverance
- news
- Racism
- Hatred
- Angry
- tram experience vlog
- british
- National
- Nation
- VID
- '00000'
- '20111101'
- '1703'
- ladyk89
- experiance
- vlog
"
,SxEINSBsbeo,"---
- PARSEFROMHERE 3:40 - 3:50 changes his top :/ ENDPARSEFROMHERE
- PARSEFROMHERE 3:07 A WILD SNORLAX APPEARS ENDPARSEFROMHERE
- PARSEFROMHERE 0:33 song starts. ENDPARSEFROMHERE
","---
- youtube
- HD
- Rizzle Kicks
- Mama Do The Hump
- UK
- Hip Hop
- Fatboy Slim
- Norman Cook
- Stereo Typical
- rap
- Trumpets
- Brighton
- London
- Rizzle
- Radio
- Jessie J
- Price Tag
- down with the trumpets
- olly murs
- heart skips a beat
- Prophet Better Watch It
- Radio 1
- Fearne Cotton
- Futurecut
- The
- Rural
- Example
- Wretch 32
- prophet (better watch it)
- kicks
- down
- with
- miss cigerette
- hip
- hop
- toby
- lockerbie
- Price Tag Remix
- Ed Sheeran
"
,xmhyFag6_7I,"---
- ! ""PARSEFROMHERE the best part is up to 2:00\n ENDPARSEFROMHERE""
- PARSEFROMHERE LOL 0:29 He looks like Lance vance form GTA Vice city!!! ENDPARSEFROMHERE
- ! 'PARSEFROMHERE die Frau im video (z.B. 0:57) ist der Hammer

  wie heißt die? ENDPARSEFROMHERE'
- PARSEFROMHERE die bei 1:01 war doch dieses jahr bei sommermädchen2011 dabei! :D
  ENDPARSEFROMHERE
- PARSEFROMHERE hahaha keep tapping 3 or 1:06 ENDPARSEFROMHERE
","---
- Animal
- Official
- Video
- Club
- House
- DJ
- Shine
- 'On'
- Turn
- This
- Around
- Dance
- kontor
"
,bwhgcUf67ZM,"---
- PARSEFROMHERE at 6:54 giant green eye on p.c. ENDPARSEFROMHERE
- PARSEFROMHERE thumbs up for serious bieber at 6:50 to 7:12 he is all like =l so
  AWESOME ENDPARSEFROMHERE
- PARSEFROMHERE 5:42 LMFAO ENDPARSEFROMHERE
- ! ""PARSEFROMHERE A few\uFEFF years ago two parents went out for dinner.\uFEFF\uFEFF
  A few hours later, the\uFEFF babysitter was\uFEFF calling\uFEFF to see if\uFEFF
  she could cover up\uFEFF the clown\uFEFF\uFEFF statue\uFEFF in the kids'\uFEFF room,
  the father said get the kids and get out\uFEFF of\uFEFF the\uFEFF house, we'll call\uFEFF
  the\uFEFF police we\uFEFF don't have a clown\uFEFF statue. the clown\uFEFF statue
  was actually a killer that escaped from jail. If you\uFEFF don't post\uFEFF this
  on 10 videos tonight the clown will be\uFEFF in your bed\uFEFF at 3:00am with a
  chainsaw in\uFEFF his hand. happen t\n ENDPARSEFROMHERE""
","---
- Mark Douglas
- Todd Womack
- Barely Political
- Key of Awesome
- Jan Uczkowski
- Kristen Brancaccio
- comments
- fans
- glenn
- steve
- Justin Bieber
- barelypolitical
"
,eyl3A_B7ppo,"---
- PARSEFROMHERE 0:15 pause and you'll see a nipple ENDPARSEFROMHERE
- PARSEFROMHERE 2:00 <3 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 2:11 *.*\n ENDPARSEFROMHERE""
","---
- Bombs
- Away
- Super
- Soaker
- Official
- Video
- HDI+KTV
- kontor
"
,ZbrTC6ITbA4,"---
- PARSEFROMHERE im a 8:11 Im saying cool you got it now get back! ENDPARSEFROMHERE
","---
- minecraft
- survival
- multiplayer
- how
- to
- survive
- guide
- lewis
- simon
- yogscast
- epic
- skeleton
- zombie
- dungeon
- Blue
- Xephos
"
,iMw9OdKv-uY,"---
- PARSEFROMHERE 1:56 ENDPARSEFROMHERE
","---
- funimation
- anime
- japanese
- full
- metal
- fullmetal
- alchemist
- fullmetal alchemist
- brotherhood
- elric
- hagane
- 'no'
- renkinjutsushi
"
,XrN1MLdyMM0,"---
- PARSEFROMHERE I love the song from the beginning to 0:20 ENDPARSEFROMHERE
- PARSEFROMHERE looks like tomatoes cryin at 00:28 LOL ENDPARSEFROMHERE
","---
- annoying
- orange
- april
- fools
- fruits
- day
- eating
- daneboe
- gagfilms
- hey
- apple
- knife
- funny
- silly
- animation
- youcam
- angeles
- look
- tomato
- toe
- may
- grapefruit
- eyes
- banana
- california
- butter
- tv
- humor
- home video
- puns
- bad
- jokes
- attack
- slice
- dice
- comedy
- juice
- jelly
- time
- cereal
- food
- laugh
- peanut butter
- lemon
- eats
- pie
- cake
- realannoyingorange
"
,0nKfvYXVIMo,"---
- PARSEFROMHERE @41:12 ""....and can't impregnant a woman!""....sometimes you wonder
  if the directors purposely left it unedited  ENDPARSEFROMHERE
","---
- Jim Iyke
- Desmond Elliot
- Stella Damascus
- Chinyere Wilfred
- Ebele Okoro
- nigerian movies
- nigerian films nollywood
- naijapals nigerian movies
- new nigerian films 2010
- latest nollywood films
- naija
- comedy
- naija movies
- movies nigeria
- nollywood comedy movies
- movies nigerian love
- latest nollywoodlove films
- Nollywood
- Love
"
,hUgTdGOPjCo,,"---
- Achievement
- Hunter
- Tutorial
- Guide
- Help
- Walkthrough
- FAQ
- Crackdown
- Xbox
- '360'
- Xbox360
- Crackdown2
- Orb
- Hidden
- Agility
- Map
- Helicopter
- Ruffian
- Rooster
- Teeth
"
,8j4hg9VrYX4,"---
- ! ""PARSEFROMHERE ow sex starts!!!\uFEFF A smile leads to a laugh a\uFEFF laugh leads
  to\uFEFF a high 5 a high 5 leads to a hug\uFEFF a hug leads to a kiss\uFEFF a kiss\uFEFF
  leads\uFEFF to a finger a finger leads to\uFEFF a hand a hand leads to a\uFEFF lick
  a lick\uFEFF leads to a suck\uFEFF\uFEFF a suck leads 2 fuck. Right after you read
  it, something good will happen at 2:25 tomorrow.\uFEFF Get ready for the biggest
  shock of your\uFEFF life!! Whoever breaks the chain will\uFEFF be cursed w/ relationship
  problems 4-10 years. If you post this\uFEFF to 5 vid\uFEFF in 15 mins, your safe.
  Sorry. HA ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE a few\uFEFF years\uFEFF\uFEFF ago two parents went out to dinner.a
  few\uFEFF hours\uFEFF later,the\uFEFF babysitter was\uFEFF\uFEFF calling to see
  if she could cover up the\uFEFF clown statue in\uFEFF\uFEFF the kid's\uFEFF room,the
  father said\""Get the kids out\uFEFF of the house,we'll call\uFEFF\uFEFF the police
  we don't have a clown statue\"".\""the\uFEFF clown\uFEFF statue\""\uFEFF was actually\uFEFF
  a killer that escaped from\uFEFF jail.if you don't\uFEFF post this on 10 videos
  tonight the clown\uFEFF will be in your bed\uFEFF at 3:00 am with\uFEFF a chainsaw\uFEFF
  in\uFEFF his hand. sorry don't want\uFEFF this to happen to me ENDPARSEFROMHERE""
","---
- Island
- Records
- Alternative
- John
- Lewis
- Christmas
- The
- Smiths
- Morrissey
- Johnny
- Marr
- Hatful
- Of
- Hollow
- Xmas
- Gifts
- Twinings
- Songs
- Carols
- Charlene
- Soraia
- Where
- You
- Will
- Go
- Tree
- '2011'
- tv
- ad
- advert
- please
- john lewis tv advert
- john lewis tv ad 2011
- please please please
- jon lewis tv ad 2011
- Slow
- Moving
- Millie
- VEVO
"
